filename	acq_time	operator	randstr
anat/sub-CM204_ses-2_acq-highres_T1w.nii.gz	2019-08-27T19:10:29.520000	n/a	02efd702
fmap/sub-CM204_ses-2_magnitude1.nii.gz	2019-08-27T19:15:37.155000	n/a	70a250c0
fmap/sub-CM204_ses-2_magnitude2.nii.gz	2019-08-27T19:15:37.155000	n/a	70a250c0
fmap/sub-CM204_ses-2_phasediff.nii.gz	2019-08-27T19:15:37.602500	n/a	a96ffd0d
func/sub-CM204_ses-2_task-rest_acq-moco_run-01_bold.nii.gz	2019-08-27T19:17:23.975000	n/a	9eb266a6
func/sub-CM204_ses-2_task-rest_acq-raw_run-01_bold.nii.gz	2019-08-27T19:17:23.975000	n/a	ed34786d
func/sub-CM204_ses-2_task-rest_acq-raw_run-02_bold.nii.gz	2019-08-27T19:23:05.277500	n/a	13c40832
func/sub-CM204_ses-2_task-rest_acq-moco_run-02_bold.nii.gz	2019-08-27T19:26:32.777500	n/a	b9e327df
func/sub-CM204_ses-2_task-ab_acq-moco_run-01_bold.nii.gz	2019-08-27T19:29:06.552500	n/a	f2efcbbf
func/sub-CM204_ses-2_task-ab_acq-raw_run-01_bold.nii.gz	2019-08-27T19:29:06.552500	n/a	00f16645
func/sub-CM204_ses-2_task-cd_acq-moco_run-01_bold.nii.gz	2019-08-27T19:35:24.075000	n/a	8f26ab7d
func/sub-CM204_ses-2_task-cd_acq-raw_run-01_bold.nii.gz	2019-08-27T19:35:24.075000	n/a	79094f1d
